"Crop Year","Grain Week","Week Ending Date","worksheet","metric","period","grain","grade","Region","Ktonnes"
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","U.S. Canola",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","U.S. Canola",,"Bay & Lakes",0.078
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","U.S. Canola",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Lentils",,"Primary Elevators",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Lentils",,"Process Elevators",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Lentils",,"Vancouver",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Lentils",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Lentils",,"Churchill",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Lentils",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Lentils",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Lentils",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Canadian and Imported Origin Chick",,"Primary Elevators",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Canadian and Imported Origin Chick",,"Process Elevators",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Canadian and Imported Origin Chick",,"Vancouver",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Canadian and Imported Origin Chick",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Canadian and Imported Origin Chick",,"Churchill",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Canadian and Imported Origin Chick",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Canadian and Imported Origin Chick",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Imported Grains","Receipts","Crop Year","Canadian and Imported Origin Chick",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Corn",,"Primary Elevators",4.131
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Corn",,"Process Elevators",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Corn",,"Vancouver",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Corn",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Corn",,"Churchill",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Corn",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Corn",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Corn",,"St. Lawrence",0.902
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Soybean",,"Primary Elevators",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Soybean",,"Process Elevators",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Soybean",,"Vancouver",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Soybean",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Soybean",,"Churchill",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Soybean",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Soybean",,"Bay & Lakes",0.002
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","U.S. Soybean",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Lentils",,"Primary Elevators",0.100
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Lentils",,"Process Elevators",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Lentils",,"Vancouver",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Lentils",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Lentils",,"Churchill",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Lentils",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Lentils",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Lentils",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Canadian and Imported Origin Chick",,"Primary Elevators",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Canadian and Imported Origin Chick",,"Process Elevators",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Canadian and Imported Origin Chick",,"Vancouver",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Canadian and Imported Origin Chick",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Canadian and Imported Origin Chick",,"Churchill",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Canadian and Imported Origin Chick",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Canadian and Imported Origin Chick",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Imported Grains","Shipments","Crop Year","Canadian and Imported Origin Chick",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Producer Cars","Shipments","Current Week","Oats",,"Alberta",0.2
"2026-2027",1,"09/08/2026","Producer Cars","Shipments","Current Week","Oats",,"Saskatchewan",0
"2026-2027",1,"09/08/2026","Producer Cars","Shipments","Current Week","Barley",,"Alberta",0
"2026-2027",1,"09/08/2026","Producer Cars","Shipments","Current Week","Barley",,"Saskatchewan",0.5
"2026-2027",1,"09/08/2026","Producer Cars","Shipments","Crop Year","Oats",,"Alberta",0.2
"2026-2027",1,"09/08/2026","Producer Cars","Shipments","Crop Year","Oats",,"Saskatchewan",0
"2026-2027",1,"09/08/2026","Producer Cars","Shipments","Crop Year","Barley",,"Alberta",0
"2026-2027",1,"09/08/2026","Producer Cars","Shipments","Crop Year","Barley",,"Saskatchewan",0.5
"2026-2027",1,"09/08/2026","Producer Cars","Shipment Distribution","Current Week","Oats",,"Vancouver",0.2
"2026-2027",1,"09/08/2026","Producer Cars","Shipment Distribution","Current Week","Barley",,"Vancouver",0.5
"2026-2027",1,"09/08/2026","Producer Cars","Shipment Distribution","Crop Year","Oats",,"Vancouver",0.2
"2026-2027",1,"09/08/2026","Producer Cars","Shipment Distribution","Crop Year","Barley",,"Vancouver",0.5
"2026-2027",1,"09/08/2026","Producer Cars","Shipment Destinations","Current Week","Oats",,"Canada Container Loaders",0
"2026-2027",1,"09/08/2026","Producer Cars","Shipment Destinations","Current Week","Oats",,"Canada Not Specified",0.2
"2026-2027",1,"09/08/2026","Producer Cars","Shipment Destinations","Current Week","Barley",,"Canada Container Loaders",0.5
"2026-2027",1,"09/08/2026","Producer Cars","Shipment Destinations","Current Week","Barley",,"Canada Not Specified",0
"2026-2027",1,"09/08/2026","Producer Cars","Shipment Destinations","Crop Year","Oats",,"Canada Container Loaders",0
"2026-2027",1,"09/08/2026","Producer Cars","Shipment Destinations","Crop Year","Oats",,"Canada Not Specified",0.2
"2026-2027",1,"09/08/2026","Producer Cars","Shipment Destinations","Crop Year","Barley",,"Canada Container Loaders",0.5
"2026-2027",1,"09/08/2026","Producer Cars","Shipment Destinations","Crop Year","Barley",,"Canada Not Specified",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Wheat",,"Vancouver",1.0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Wheat",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Wheat",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Wheat",,"Thunder Bay",71.7
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Wheat",,"Bay & Lakes",18.2
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Wheat",,"St. Lawrence",3.8
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Amber Durum",,"Vancouver",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Amber Durum",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Amber Durum",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Amber Durum",,"Thunder Bay",5.0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Amber Durum",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Amber Durum",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Oats",,"Vancouver",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Oats",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Oats",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Oats",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Oats",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Oats",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Barley",,"Vancouver",0.3
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Barley",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Barley",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Barley",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Barley",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Barley",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Canola",,"Vancouver",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Canola",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Canola",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Canola",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Canola",,"Bay & Lakes",9.9
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Canola",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Soybeans",,"Vancouver",0.1
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Soybeans",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Soybeans",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Soybeans",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Soybeans",,"Bay & Lakes",15.7
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Soybeans",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Peas",,"Vancouver",0.5
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Peas",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Peas",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Peas",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Peas",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Peas",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Corn",,"Vancouver",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Corn",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Corn",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Corn",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Corn",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Canadian Domestic","Current Week","Corn",,"St. Lawrence",6.3
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Wheat",,"Vancouver",324.5
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Wheat",,"Prince Rupert",35.8
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Wheat",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Wheat",,"Thunder Bay",18.9
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Wheat",,"Bay & Lakes",24.8
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Wheat",,"St. Lawrence",92.1
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Amber Durum",,"Vancouver",77.4
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Amber Durum",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Amber Durum",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Amber Durum",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Amber Durum",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Amber Durum",,"St. Lawrence",22.4
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Barley",,"Vancouver",33.0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Barley",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Barley",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Barley",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Barley",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Barley",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Canola",,"Vancouver",220.9
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Canola",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Canola",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Canola",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Canola",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Canola",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Peas",,"Vancouver",63.1
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Peas",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Peas",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Peas",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Peas",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Peas",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Corn",,"Vancouver",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Corn",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Corn",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Corn",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Corn",,"Bay & Lakes",22.2
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Corn",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Lentils",,"Vancouver",24.6
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Lentils",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Lentils",,"Churchill",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Lentils",,"Thunder Bay",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Lentils",,"Bay & Lakes",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Export Destinations","Current Week","Lentils",,"St. Lawrence",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Port Terminals","Current Week","Wheat",,"Vancouver",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Port Terminals","Current Week","Wheat",,"Prince Rupert",0
"2026-2027",1,"09/08/2026","Terminal Disposition","Port Terminals","Current Week","Wheat",,"Churchill",0
